,Player,Tm,Pos,Age,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Cmp,PassAtt,Cmp%,PassTD,TD%,Int,Int%,PassYds/A,AY/A,Y/C,PassYds/G,Rate,QBR,Sk,Sk%,RushAtt,RushYds,RushTD,RushYds/A,RushYds/G,Tgt,Rec,Ctch%,RecYds,Y/R,RecTD,Y/Tgt,R/G,RecYds/G,A/G,Touch,Y/Tch,YScm,RRTD
262,J.K. Dobbins,BAL,RB,25.0,10.0,11.7,11.7,10.7,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.0,2.8,22.0,3.0,2.0,0.0,15.0,7.5,0.0,5.0,2.0,15.0,8.0,10.0,3.7,37.0,1.0
263,J.P. Holtz,NOR,TE,30.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Ja'Marr Chase,CIN,WR,23.0,163.0,262.7,265.7,212.7,31.0,13.0,33.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-0.4,79.2,1.8,0.0,0.0,3.0,-6.0,0.0,-2.0,-0.4,145.0,100.0,0.0,1216.0,12.2,7.0,8.4,6.3,76.0,0.2,103.0,11.7,1210.0,7.0
265,Jack Stoll,PHI,TE,25.0,4.0,8.8,8.8,6.3,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,38.0,7.6,0.0,4.8,0.3,2.2,0.0,5.0,7.6,38.0,0.0
266,Jacob Harris,JAX,WR,26.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Jacoby Brissett,WAS,QB,31.0,23.0,22.9,22.9,22.9,0.0,55.0,0.0,18.0,23.0,78.3,3.0,13.0,0.0,0.0,9.7,12.3,12.4,74.7,146.8,95.6,0.0,0.0,3.0,19.0,0.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.3,19.0,0.0
268,Jaelon Darden,CLE,WR,24.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Jahan Dotson,WAS,WR,23.0,76.0,124.8,127.8,100.3,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,49.0,0.0,518.0,10.6,4.0,6.2,2.9,30.5,0.0,49.0,10.6,518.0,4.0
270,Jahmyr Gibbs,DET,RB,21.0,190.0,242.1,249.1,216.1,30.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,945.0,10.0,5.2,63.0,71.0,52.0,0.0,316.0,6.1,1.0,4.5,3.5,21.1,12.1,234.0,5.4,1261.0,11.0
271,Jake Bobo,SEA,WR,25.0,38.0,56.9,59.9,47.4,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.2,25.0,19.0,0.0,196.0,10.3,2.0,7.8,1.1,11.5,0.1,20.0,10.0,199.0,3.0
272,Jake Browning,CIN,QB,27.0,143.0,144.4,157.4,150.9,0.0,27.0,0.0,171.0,243.0,70.4,12.0,4.9,7.0,2.9,8.0,7.7,11.3,215.1,98.4,60.1,24.0,9.0,27.0,127.0,3.0,4.7,14.1,1.0,1.0,0.0,-7.0,-7.0,0.0,-7.0,0.1,-0.8,3.0,28.0,4.3,120.0,3.0
273,Jake Ferguson,DAL,TE,24.0,106.0,177.1,180.1,141.6,21.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,71.0,0.0,761.0,10.7,5.0,7.5,4.2,44.8,0.0,71.0,10.7,761.0,5.0
274,Jake Funk,IND,RB,25.0,2.0,3.2,3.2,2.7,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,5.0,2.5,1.0,1.0,0.0,12.0,12.0,0.0,12.0,0.3,3.0,0.5,3.0,7.3,22.0,0.0
275,Jakob Johnson,LVR,FB,29.0,1.0,2.2,2.2,1.7,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,12.0,0.0,6.0,0.1,0.9,0.0,1.0,12.0,12.0,0.0
276,Jakobi Meyers,LVR,WR,27.0,148.0,218.6,221.6,183.1,17.0,21.0,51.0,2.0,3.0,66.7,1.0,33.3,0.0,0.0,4.0,10.7,6.0,0.8,113.9,39.0,0.0,0.0,4.0,24.0,2.0,6.0,1.5,106.0,71.0,0.0,807.0,11.4,8.0,7.6,4.4,50.4,0.3,75.0,11.1,831.0,10.0
277,Jaleel McLaughlin,DEN,RB,23.0,75.0,106.0,112.0,90.5,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,410.0,1.0,5.4,24.1,36.0,31.0,0.0,160.0,5.2,2.0,4.4,1.8,9.4,4.5,107.0,5.3,570.0,3.0
278,Jalen Brooks,DAL,WR,23.0,6.0,12.4,12.4,9.4,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,64.0,10.7,0.0,10.7,0.9,9.1,0.0,6.0,10.7,64.0,0.0
279,Jalen Guyton,LAC,WR,26.0,15.0,24.9,24.9,19.9,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,89.0,8.9,1.0,4.2,1.3,11.1,0.0,10.0,8.9,89.0,1.0
280,Jalen Hurts,PHI,QB,25.0,357.0,356.8,382.8,371.8,89.0,2.0,5.0,352.0,538.0,65.4,23.0,4.3,15.0,2.8,7.2,6.8,11.0,226.9,89.1,60.1,36.0,6.3,157.0,605.0,15.0,3.9,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,157.0,3.9,605.0,15.0
281,Jalen Nailor,MIN,WR,24.0,3.0,5.9,5.9,4.4,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,29.0,9.7,0.0,4.8,0.5,4.8,0.0,3.0,9.7,29.0,0.0
282,Jalen Reagor,NWE,WR,24.0,22.0,28.5,31.5,25.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,17.0,1.5,23.0,7.0,0.0,138.0,19.7,0.0,6.0,0.6,12.5,0.1,8.0,19.4,155.0,0.0
283,Jalen Reeves-Maybin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,1.8,118.7,0.0,0.0,0.0,2.0,3.0,0.0,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,1.5,3.0,0.0
284,Jalen Tolbert,DAL,WR,24.0,37.0,58.8,62.8,47.8,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,0.0,268.0,12.2,2.0,7.4,1.3,15.8,0.0,22.0,12.2,268.0,2.0
285,Jalin Hyatt,NYG,WR,22.0,37.0,60.3,63.3,48.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.0,0.0,373.0,16.2,0.0,9.3,1.4,21.9,0.0,23.0,16.2,373.0,0.0
286,Jamaal Williams,NOR,RB,28.0,43.0,60.8,63.8,51.8,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,306.0,1.0,2.9,23.5,20.0,18.0,0.0,62.0,3.4,0.0,3.1,1.4,4.8,8.2,124.0,3.0,368.0,1.0
287,Jamal Agnew,JAX,WR,28.0,26.0,40.3,44.3,33.3,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,-0.5,-0.2,21.0,14.0,0.0,225.0,16.1,1.0,10.7,1.3,20.5,0.4,18.0,12.4,223.0,1.0
288,Jameis Winston,NOR,QB,29.0,12.0,12.0,15.0,15.0,0.0,61.0,0.0,25.0,47.0,53.2,2.0,4.3,3.0,6.4,5.6,3.6,10.6,37.7,57.4,35.6,2.0,4.1,5.0,-6.0,0.0,-1.2,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,James Conner,ARI,RB,28.0,175.0,201.5,207.5,188.0,16.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1040.0,7.0,5.0,80.0,33.0,27.0,0.0,165.0,6.1,2.0,5.0,2.1,12.7,16.0,235.0,5.1,1205.0,9.0
290,James Cook,BUF,RB,24.0,189.0,232.7,240.7,210.7,29.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,1122.0,2.0,4.7,66.0,54.0,44.0,0.0,445.0,10.1,4.0,8.2,2.6,26.2,13.9,281.0,5.6,1567.0,6.0
291,James Mitchell,DET,TE,24.0,3.0,4.8,4.8,3.8,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,28.0,14.0,0.0,14.0,0.1,1.9,0.0,2.0,14.0,28.0,0.0
292,James Proche,CLE,WR,27.0,-2.0,-2.0,-1.0,-2.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,James Robinson,GNB,RB,25.0,0.0,1.0,1.0,0.5,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0
294,Jameson Williams,DET,WR,22.0,56.0,80.3,83.3,68.3,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,9.7,2.4,42.0,24.0,0.0,354.0,14.8,2.0,8.4,2.0,29.5,0.3,27.0,14.2,383.0,3.0
295,Jamison Crowder,WAS,WR,30.0,20.0,35.9,39.9,27.9,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,159.0,9.9,1.0,8.0,0.9,9.4,0.0,16.0,9.9,159.0,1.0
296,Jamycal Hasty,2TM,RB,27.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Jared Goff,DET,QB,29.0,289.0,289.1,308.1,301.1,25.0,7.0,40.0,407.0,605.0,67.3,30.0,5.0,12.0,2.0,7.6,7.7,11.2,269.1,97.9,60.3,30.0,4.7,32.0,21.0,2.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,32.0,0.7,21.0,2.0
298,Jaren Hall,MIN,QB,25.0,2.0,2.1,5.1,3.1,0.0,71.0,0.0,13.0,20.0,65.0,0.0,0.0,1.0,5.0,8.4,6.2,12.9,56.0,70.4,5.1,4.0,16.7,6.0,14.0,0.0,2.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.3,14.0,0.0
299,Jarrett Stidham,DEN,QB,27.0,27.0,26.6,30.6,27.6,0.0,50.0,0.0,40.0,66.0,60.6,2.0,3.0,1.0,1.5,7.5,7.4,12.4,165.3,87.7,31.1,7.0,9.6,9.0,8.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.9,8.0,0.0
300,Jashaun Corbin,NYG,RB,23.0,1.0,4.3,4.3,2.8,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,3.0,3.0,0.0,12.0,4.0,0.0,4.0,0.5,2.0,0.2,4.0,3.3,13.0,0.0
301,Jason Brownlee,NYJ,WR,24.0,12.0,16.6,16.6,14.1,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,56.0,11.2,1.0,7.0,0.7,8.0,0.0,5.0,11.2,56.0,1.0
302,Jason Cabinda,DET,FB,27.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Jauan Jennings,SFO,WR,26.0,33.0,51.5,54.5,42.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,0.0,265.0,13.9,1.0,8.0,1.5,20.4,0.0,19.0,13.9,265.0,1.0
304,Javonte Williams,DEN,RB,23.0,132.0,179.2,186.2,155.7,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,774.0,3.0,3.6,48.4,58.0,47.0,0.0,228.0,4.9,2.0,3.9,2.9,14.3,13.6,264.0,3.8,1002.0,5.0
305,Jaxon Smith-Njigba,SEA,WR,21.0,87.0,149.8,152.8,118.3,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,63.0,0.0,628.0,10.0,4.0,6.8,3.7,36.9,0.0,63.0,10.0,628.0,4.0
306,Jayden Reed,GNB,WR,23.0,153.0,217.2,223.2,185.2,22.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,119.0,2.0,10.8,7.4,94.0,64.0,0.0,793.0,12.4,8.0,8.4,4.0,49.6,0.7,75.0,12.2,912.0,10.0
307,Jaylen Waddle,MIA,WR,25.0,127.0,198.6,201.6,162.6,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,4.0,0.9,104.0,72.0,0.0,1014.0,14.1,4.0,9.8,5.1,72.4,0.2,75.0,13.7,1026.0,4.0
308,Jaylen Warren,PIT,RB,25.0,135.0,196.4,204.4,165.9,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,784.0,4.0,5.3,46.1,74.0,61.0,0.0,370.0,6.1,0.0,5.0,3.6,21.8,8.8,210.0,5.5,1154.0,4.0
309,Jeff Driskel,CLE,QB,30.0,14.0,13.9,15.9,15.9,0.0,60.0,0.0,13.0,26.0,50.0,2.0,7.7,2.0,7.7,6.4,4.5,12.8,166.0,63.9,4.1,3.0,10.3,7.0,33.0,0.0,4.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.7,33.0,0.0
310,Jeff Wilson,MIA,RB,28.0,27.0,41.3,44.3,34.3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,188.0,0.0,4.6,18.8,17.0,14.0,0.0,85.0,6.1,0.0,5.0,1.4,8.5,4.1,55.0,5.0,273.0,0.0
311,Jeffery Simmons,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.1,0.2,0.0,1.0,2.0,2.0,1.0
312,Jeremy McNichols,SFO,RB,28.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Jeremy Ruckert,NYJ,TE,23.0,15.0,31.1,34.1,23.1,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,151.0,9.4,0.0,6.9,1.1,10.1,0.0,16.0,9.4,151.0,0.0
314,Jerick McKinnon,KAN,RB,31.0,59.0,84.4,87.4,71.9,0.0,56.0,0.0,1.0,1.0,100.0,1.0,100.0,0.0,0.0,4.0,24.0,4.0,0.3,122.9,89.8,0.0,0.0,21.0,60.0,1.0,2.9,5.0,32.0,25.0,0.0,192.0,7.7,4.0,6.0,2.1,16.0,1.8,46.0,5.5,252.0,5.0
315,Jerome Ford,CLE,RB,24.0,167.0,211.2,218.2,189.2,9.0,19.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,813.0,4.0,4.0,47.8,63.0,44.0,0.0,319.0,7.3,5.0,5.1,2.6,18.8,12.0,248.0,4.6,1132.0,9.0
316,Jerry Jeudy,DEN,WR,24.0,88.0,141.8,144.8,114.8,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,0.0,758.0,14.0,2.0,8.7,3.4,47.4,0.0,54.0,14.0,758.0,2.0
317,Jesper Horsted,LVR,TE,26.0,0.0,1.4,1.4,0.9,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,4.0,0.1,0.3,0.0,1.0,4.0,4.0,0.0
318,Jimmy Garoppolo,LVR,QB,32.0,64.0,64.1,76.1,73.1,0.0,43.0,0.0,110.0,169.0,65.1,7.0,4.1,9.0,5.3,7.1,5.6,11.0,172.1,77.7,33.9,14.0,7.7,20.0,39.0,0.0,2.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,20.0,2.0,39.0,0.0
319,Jimmy Graham,NOR,TE,37.0,28.0,33.9,33.9,30.9,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,39.0,6.5,4.0,5.6,0.5,3.0,0.0,6.0,6.5,39.0,4.0
320,Joe Burrow,CIN,QB,27.0,147.0,147.2,157.2,153.2,0.0,25.0,0.0,244.0,365.0,66.8,15.0,4.1,6.0,1.6,6.3,6.4,9.5,230.9,91.0,51.6,24.0,6.2,31.0,88.0,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,31.0,2.8,88.0,0.0
321,Joe Flacco,CLE,QB,38.0,101.0,100.8,112.8,108.8,0.0,33.0,0.0,123.0,204.0,60.3,13.0,6.4,8.0,3.9,7.9,7.4,13.1,323.2,90.2,48.3,8.0,3.8,9.0,2.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,9.0,0.2,2.0,0.0
322,Joe Mixon,CIN,RB,27.0,215.0,267.0,273.0,241.0,54.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,1034.0,9.0,4.0,60.8,64.0,52.0,0.0,376.0,7.2,3.0,5.9,3.1,22.1,15.1,309.0,4.6,1410.0,12.0
323,John Bates,WAS,TE,26.0,15.0,34.1,37.1,24.6,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,0.0,151.0,7.9,0.0,5.4,1.1,8.9,0.0,19.0,7.9,151.0,0.0
324,John FitzPatrick,ATL,TE,23.0,1.0,2.2,2.2,1.7,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,12.0,0.1,1.3,0.0,1.0,12.0,12.0,0.0
325,John Metchie,HOU,WR,23.0,16.0,32.2,35.2,24.2,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.3,30.0,16.0,0.0,158.0,9.9,0.0,5.3,1.0,9.9,0.1,17.0,9.5,162.0,0.0
326,Johnny Hekker,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.4,95.8,0.0,0.0,0.0,1.0,-11.0,0.0,-11.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Johnny Johnson,HOU,WR,24.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Johnny Mundt,MIN,TE,29.0,23.0,40.2,43.2,31.7,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,0.0,172.0,10.1,1.0,7.5,1.0,10.1,0.0,17.0,10.1,172.0,1.0
329,Jonathan Mingo,CAR,WR,22.0,42.0,84.8,87.8,63.3,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,43.0,0.0,418.0,9.7,0.0,4.9,2.9,27.9,0.0,43.0,9.7,418.0,0.0
330,Jonathan Taylor,IND,RB,24.0,137.0,156.4,162.4,146.9,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,741.0,7.0,4.4,74.1,23.0,19.0,0.0,153.0,8.1,1.0,6.7,1.9,15.3,16.9,188.0,4.8,894.0,8.0
331,Jonathan Ward,TEN,RB,26.0,1.0,1.1,1.1,1.1,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,3.7,11.0,0.0
332,Jonathan Williams,WAS,RB,29.0,0.0,-0.2,-0.2,-0.2,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Jonnu Smith,ATL,TE,28.0,74.0,124.2,128.2,99.2,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,50.0,0.0,582.0,11.6,3.0,8.3,2.9,34.2,0.1,51.0,11.4,582.0,3.0
334,Jordan Addison,MIN,WR,21.0,151.0,221.3,224.3,186.3,21.0,19.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.1,108.0,70.0,0.0,911.0,13.0,10.0,8.4,4.1,53.6,0.1,71.0,12.9,913.0,10.0
