,Player,Tm,Pos,Age,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Cmp,PassAtt,Cmp%,PassTD,TD%,Int,Int%,PassYds/A,AY/A,Y/C,PassYds/G,Rate,QBR,Sk,Sk%,RushAtt,RushYds,RushTD,RushYds/A,RushYds/G,Tgt,Rec,Ctch%,RecYds,Y/R,RecTD,Y/Tgt,R/G,RecYds/G,A/G,Touch,Y/Tch,YScm,RRTD
112,Cole Fotheringham,LVR,TE,26.0,1.0,1.6,1.6,1.1,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,6.0,0.5,3.0,0.0,1.0,6.0,6.0,0.0
113,Cole Kmet,CHI,TE,24.0,108.0,181.1,184.1,144.6,22.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.7,0.1,90.0,73.0,0.0,719.0,9.8,6.0,8.0,4.3,42.3,0.2,76.0,9.5,721.0,6.0
114,Cole Strange,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
115,Cole Turner,WAS,TE,23.0,12.0,23.0,26.0,17.5,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,120.0,10.9,0.0,8.0,0.9,10.0,0.0,11.0,10.9,120.0,0.0
116,Collin Johnson,CHI,WR,26.0,1.0,2.1,2.1,1.6,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,11.0,0.0,11.0,0.3,3.7,0.0,1.0,11.0,11.0,0.0
117,Colton Dowell,TEN,WR,24.0,0.0,1.3,1.3,0.8,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.5,0.1,0.3,0.0,1.0,3.0,3.0,0.0
118,Connor Heyward,PIT,TE,24.0,17.0,39.7,42.7,28.2,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,7.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,23.0,0.0,167.0,7.3,0.0,4.9,1.4,9.8,0.1,24.0,7.0,167.0,0.0
119,Cooper Kupp,LAR,WR,30.0,105.0,164.4,167.4,134.9,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,-3.0,-0.3,95.0,59.0,0.0,737.0,12.5,5.0,7.8,4.9,61.4,0.1,60.0,12.2,734.0,5.0
120,Cooper Rush,DAL,QB,30.0,3.0,3.3,4.3,4.3,0.0,69.0,0.0,18.0,24.0,75.0,0.0,0.0,1.0,4.2,6.0,4.1,8.0,20.6,72.2,52.1,1.0,4.0,12.0,-5.0,0.0,-0.4,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Cordarrelle Patterson,ATL,RB,32.0,28.0,36.9,39.9,32.4,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,181.0,0.0,3.6,12.9,12.0,9.0,0.0,38.0,4.2,1.0,3.2,0.6,2.7,3.6,59.0,3.7,219.0,1.0
122,Corey Clement,ARI,RB,29.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Courtland Sutton,DEN,WR,28.0,131.0,190.2,196.2,160.7,2.0,28.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,59.0,0.0,772.0,13.1,10.0,8.6,3.7,48.3,0.0,59.0,13.1,772.0,10.0
124,Craig Reynolds,DET,RB,27.0,25.0,29.6,34.6,27.1,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,179.0,1.0,4.4,10.5,5.0,5.0,0.0,47.0,9.4,0.0,9.4,0.3,2.8,2.4,46.0,4.9,226.0,1.0
125,Curtis Samuel,WAS,WR,27.0,95.0,157.2,160.2,126.2,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,1.0,5.6,2.4,91.0,62.0,0.0,613.0,9.9,4.0,6.7,3.9,38.3,0.4,69.0,9.4,652.0,5.0
126,D'Andre Swift,PHI,RB,24.0,160.0,199.3,206.3,179.8,2.0,23.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,1049.0,5.0,4.6,65.6,49.0,39.0,0.0,214.0,5.5,1.0,4.4,2.4,13.4,14.3,268.0,4.7,1263.0,6.0
127,D'Ernest Johnson,JAX,RB,27.0,25.0,34.8,40.8,29.8,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,108.0,0.0,2.6,6.4,12.0,10.0,0.0,140.0,14.0,0.0,11.7,0.6,8.2,2.4,51.0,4.9,248.0,0.0
128,D'Onta Foreman,CHI,RB,27.0,80.0,91.2,94.2,85.7,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,425.0,4.0,3.9,47.2,16.0,11.0,0.0,77.0,7.0,1.0,4.8,1.2,8.6,12.1,120.0,4.2,502.0,5.0
129,D'Wayne Eskridge,SEA,WR,26.0,1.0,0.5,0.5,0.5,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.5,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,5.0,0.0
130,D.J. Montgomery,IND,WR,27.0,12.0,14.6,14.6,13.1,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,56.0,18.7,1.0,7.0,0.4,8.0,0.0,3.0,18.7,56.0,1.0
131,D.J. Moore,CHI,WR,26.0,191.0,286.5,290.5,238.5,58.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,1.0,5.3,1.2,136.0,96.0,0.0,1364.0,14.2,8.0,10.0,5.6,80.2,0.2,100.0,13.9,1385.0,9.0
132,D.K. Metcalf,SEA,WR,26.0,159.0,225.4,228.4,192.4,28.0,15.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,66.0,0.0,1114.0,16.9,8.0,9.4,4.1,69.6,0.0,66.0,16.9,1114.0,8.0
133,DJ Chark,CAR,WR,27.0,81.0,115.5,119.5,98.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,35.0,0.0,525.0,15.0,5.0,8.0,2.3,35.0,0.0,35.0,15.0,525.0,5.0
134,DJ Turner,LVR,WR,26.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Dak Prescott,DAL,QB,30.0,343.0,342.8,359.8,351.8,76.0,3.0,8.0,410.0,590.0,69.5,36.0,6.1,9.0,1.5,7.7,8.2,11.0,265.6,105.9,72.7,39.0,6.2,55.0,242.0,2.0,4.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,55.0,4.4,242.0,2.0
136,Dallas Goedert,PHI,TE,28.0,77.0,136.3,139.3,106.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1,83.0,59.0,0.0,592.0,10.0,3.0,7.1,4.2,42.3,0.1,60.0,9.9,593.0,3.0
137,Dalton Keene,HOU,TE,24.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Dalton Kincaid,BUF,TE,24.0,77.0,150.3,154.3,113.8,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,73.0,0.0,673.0,9.2,2.0,7.4,4.6,42.1,0.0,73.0,9.2,673.0,2.0
139,Dalton Schultz,HOU,TE,27.0,92.0,150.5,154.5,121.0,7.0,11.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,59.0,0.0,635.0,10.8,5.0,7.2,3.9,42.3,0.0,59.0,10.8,635.0,5.0
140,Dalvin Cook,NYJ,RB,28.0,25.0,40.2,45.2,32.7,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,214.0,0.0,3.2,14.3,20.0,15.0,0.0,78.0,5.2,0.0,3.9,1.0,5.2,4.5,82.0,3.6,292.0,0.0
142,Dameon Pierce,HOU,RB,23.0,70.0,82.7,88.7,76.2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,416.0,2.0,2.9,29.7,17.0,13.0,0.0,101.0,7.8,0.0,5.9,0.9,7.2,10.4,158.0,3.3,517.0,2.0
143,Damien Harris,BUF,RB,26.0,17.0,19.0,19.0,18.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,94.0,1.0,4.1,15.7,2.0,2.0,0.0,16.0,8.0,0.0,8.0,0.3,2.7,3.8,25.0,4.4,110.0,1.0
144,Damien Williams,ARI,RB,31.0,6.0,7.5,7.5,6.5,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,3.9,14.3,2.0,2.0,0.0,12.0,6.0,0.0,6.0,0.7,4.0,3.7,13.0,4.2,55.0,0.0
145,Damiere Byrd,ATL,WR,30.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Dan Chisena,ARI,WR,26.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Dan Skipper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,4.0,0.1,0.4,0.0,1.0,4.0,4.0,0.0
149,Daniel Bellinger,NYG,TE,23.0,26.0,50.5,53.5,38.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,0.0,255.0,10.2,0.0,9.1,1.5,15.0,0.0,25.0,10.2,255.0,0.0
150,Daniel Jones,NYG,QB,26.0,57.0,57.0,70.0,63.0,0.0,44.0,0.0,108.0,160.0,67.5,2.0,1.3,6.0,3.8,5.7,4.2,8.4,151.5,70.5,36.3,30.0,15.8,40.0,206.0,1.0,5.2,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,40.0,5.2,206.0,1.0
151,Dare Ogunbowale,HOU,RB,29.0,8.0,10.3,10.3,9.3,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,4.4,2.9,7.0,2.0,0.0,18.0,9.0,0.0,2.6,0.2,1.5,0.7,10.0,5.3,53.0,0.0
152,Dareke Young,SEA,WR,24.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Darius Slayton,NYG,WR,26.0,101.0,151.0,154.0,126.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,50.0,0.0,770.0,15.4,4.0,9.7,2.9,45.3,0.0,50.0,15.4,770.0,4.0
154,Darnell Mooney,CHI,WR,26.0,48.0,78.9,81.9,63.4,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.5,0.3,61.0,31.0,0.0,414.0,13.4,1.0,6.8,2.1,27.6,0.1,33.0,12.7,419.0,1.0
155,Darnell Washington,PIT,TE,22.0,6.0,13.1,13.1,9.6,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,61.0,8.7,0.0,6.1,0.4,3.6,0.0,7.0,8.7,61.0,0.0
156,Darrell Daniels,DET,TE,29.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Darrell Henderson,LAR,RB,26.0,34.0,43.5,49.5,38.5,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,112.0,2.0,2.4,28.0,14.0,10.0,0.0,103.0,10.3,0.0,7.4,2.5,25.8,11.5,56.0,3.8,215.0,2.0
158,Darren Waller,NYG,TE,31.0,61.0,113.2,116.2,87.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,52.0,0.0,552.0,10.6,1.0,7.5,4.3,46.0,0.0,52.0,10.6,552.0,1.0
159,Darrynton Evans,2TM,RB,25.0,23.0,30.0,33.0,26.5,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,121.0,1.0,3.8,17.3,12.0,7.0,0.0,49.0,7.0,0.0,4.1,1.0,7.0,4.6,39.0,4.4,170.0,1.0
160,Davante Adams,LVR,WR,31.0,162.0,265.4,268.4,213.9,31.0,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,103.0,0.0,1144.0,11.1,8.0,6.5,6.1,67.3,0.0,103.0,11.1,1144.0,8.0
161,David Bell,CLE,WR,23.0,35.0,48.7,51.7,41.7,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,167.0,11.9,3.0,7.3,0.9,11.1,0.0,14.0,11.9,167.0,3.0
162,David Montgomery,DET,RB,26.0,191.0,207.2,214.2,199.2,31.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,1015.0,13.0,4.6,72.5,24.0,16.0,0.0,117.0,7.3,0.0,4.9,1.1,8.4,15.6,235.0,4.8,1132.0,13.0
163,David Moore,TAM,WR,28.0,15.0,20.4,20.4,17.9,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,94.0,18.8,1.0,13.4,0.7,13.4,0.0,5.0,18.8,94.0,1.0
164,David Njoku,CLE,TE,27.0,120.0,201.2,206.2,160.7,34.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,81.0,0.0,882.0,10.9,6.0,7.2,5.1,55.1,0.0,81.0,10.9,882.0,6.0
165,David Sills,DEN,WR,27.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,David Wells,TAM,TE,28.0,-1.0,1.0,1.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-10.0,-5.0,0.0,-5.0,0.4,-2.0,0.0,0.0,0.0,0.0,0.0
167,Davis Allen,LAR,TE,22.0,16.0,25.5,25.5,20.5,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,95.0,9.5,1.0,8.6,0.7,6.3,0.0,10.0,9.5,95.0,1.0
168,Davis Mills,HOU,QB,25.0,18.0,17.8,17.8,17.8,0.0,59.0,0.0,18.0,39.0,46.2,2.0,5.1,0.0,0.0,4.4,5.5,9.6,28.8,76.1,48.7,2.0,4.9,2.0,9.0,0.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,4.5,9.0,0.0
169,Dawson Knox,BUF,TE,27.0,33.0,54.6,57.6,43.6,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,0.0,186.0,8.5,2.0,5.2,1.8,15.5,0.0,22.0,8.5,186.0,2.0
170,De'Von Achane,MIA,RB,22.0,164.0,190.7,197.7,177.2,5.0,21.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,800.0,8.0,7.8,72.7,37.0,27.0,0.0,197.0,7.3,3.0,5.3,2.5,17.9,9.4,130.0,7.7,997.0,11.0
171,DeAndre Carter,LVR,WR,30.0,6.0,9.7,9.7,7.7,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,6.0,1.1,7.0,4.0,0.0,39.0,9.8,0.0,5.6,0.2,2.3,0.2,7.0,8.1,57.0,0.0
172,DeAndre Hopkins,TEN,WR,31.0,149.0,223.6,226.6,186.1,18.0,20.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,17.2,0.0,0.0,2.0,9.0,0.0,4.5,0.5,137.0,75.0,0.0,1057.0,14.1,7.0,7.7,4.4,62.2,0.1,77.0,13.8,1066.0,7.0
173,DeVante Parker,NWE,WR,30.0,39.0,72.4,75.4,55.9,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,33.0,0.0,394.0,11.9,0.0,7.2,2.5,30.3,0.0,33.0,11.9,394.0,0.0
174,DeVonta Smith,PHI,WR,25.0,147.0,227.6,231.6,187.1,16.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,81.0,0.0,1066.0,13.2,7.0,9.5,5.1,66.6,0.0,81.0,13.2,1066.0,7.0
175,DeeJay Dallas,SEA,RB,25.0,2.0,8.2,10.2,5.2,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,3.6,2.1,9.0,6.0,0.0,26.0,4.3,0.0,2.9,0.4,1.5,0.6,16.0,3.9,62.0,0.0
176,Deebo Samuel,SFO,WR,27.0,184.0,243.7,249.7,213.7,51.0,7.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,4.8,0.0,0.0,37.0,225.0,5.0,6.1,15.0,89.0,60.0,0.0,892.0,14.9,7.0,10.0,4.0,59.5,2.5,97.0,11.5,1117.0,12.0
177,Demarcus Robinson,LAR,WR,29.0,61.0,87.4,91.4,74.4,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,23.0,1.4,39.0,26.0,0.0,371.0,14.3,4.0,9.5,1.6,23.2,0.1,27.0,14.6,394.0,4.0
178,Demario Douglas,NWE,WR,23.0,58.0,107.2,111.2,82.7,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,0.0,5.1,2.9,79.0,49.0,0.0,561.0,11.4,0.0,7.1,3.5,40.1,0.6,57.0,10.6,602.0,0.0
179,Deneric Prince,KAN,RB,23.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Deon Jackson,3TM,RB,24.0,-1.0,4.0,6.0,1.5,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,1.1,4.0,6.0,5.0,0.0,14.0,2.8,0.0,2.3,1.3,3.5,3.5,19.0,1.6,30.0,0.0
181,Deonte Harty,BUF,WR,26.0,25.0,40.0,44.0,32.5,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,150.0,10.0,1.0,7.1,0.9,9.4,0.3,19.0,7.9,150.0,1.0
182,Derek Carr,NOR,QB,32.0,241.0,241.1,255.1,249.1,0.0,16.0,0.0,375.0,548.0,68.4,25.0,4.6,8.0,1.5,7.1,7.3,10.3,228.1,97.7,56.5,31.0,5.4,32.0,40.0,0.0,1.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,32.0,1.3,40.0,0.0
183,Derius Davis,LAC,WR,23.0,21.0,35.7,39.7,28.2,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,101.0,0.0,7.2,5.9,17.0,15.0,0.0,66.0,4.4,0.0,3.9,0.9,3.9,0.8,29.0,5.8,167.0,0.0
184,Derrick Gore,WAS,RB,29.0,3.0,2.6,2.6,2.6,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,8.7,26.0,0.0
185,Derrick Henry,TEN,RB,29.0,219.0,246.7,252.7,232.7,57.0,5.0,16.0,2.0,3.0,66.7,2.0,66.7,0.0,0.0,4.7,18.0,7.0,0.8,116.7,94.5,0.0,0.0,280.0,1167.0,12.0,4.2,68.6,36.0,28.0,0.0,214.0,7.6,0.0,5.9,1.6,12.6,16.5,308.0,4.5,1381.0,12.0
186,Deshaun Watson,CLE,QB,28.0,87.0,86.8,98.8,90.8,0.0,36.0,0.0,105.0,171.0,61.4,7.0,4.1,4.0,2.3,6.5,6.3,10.6,185.8,84.3,42.9,17.0,9.0,26.0,142.0,1.0,5.5,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,26.0,5.5,142.0,1.0
187,Desmond Ridder,ATL,QB,24.0,176.0,177.1,202.1,188.6,0.0,22.0,0.0,249.0,388.0,64.2,12.0,3.1,12.0,3.1,7.3,6.5,11.4,189.1,83.4,40.1,31.0,7.4,53.0,193.0,5.0,3.6,12.9,1.0,1.0,0.0,-6.0,-6.0,0.0,-6.0,0.1,-0.4,3.5,54.0,3.5,187.0,5.0
